#{"t_start": 1724071915.097326, "env_id": "None"}
r,l,t,arousal,satiety,social-touch
2111.3425,500,75820.288976,pursuer_1_0.46290191090878036,pursuer_1_1.1234204890776098,pursuer_1_0
2573.8826,500,75820.288996,pursuer_0_0.41766091692734164,pursuer_0_1.0709920192477933,pursuer_0_0
1165.6906,500,75820.289016,pursuer_1_0.5722781588359631,pursuer_1_1.3461367173811223,pursuer_1_0
2623.6719,500,75893.837577,pursuer_0_0.4086035936932429,pursuer_0_1.4877721518110463,pursuer_0_0
908.4743,500,75893.837973,pursuer_1_0.604759866892848,pursuer_1_1.3222438182834868,pursuer_1_0
2294.2144,500,75893.838024,pursuer_0_0.5841652381184452,pursuer_0_1.4704361061248843,pursuer_0_0
711.2006,500,75893.838054,pursuer_1_0.637170886218194,pursuer_1_1.4671574146487871,pursuer_1_0
2903.7878,500,75893.83808,pursuer_0_0.5121241746730214,pursuer_0_1.266153220319549,pursuer_0_0
456.7751,500,75893.838104,pursuer_1_0.6694651668821923,pursuer_1_1.4035567029043003,pursuer_1_0
928.54407,500,75893.838128,pursuer_0_0.6162664193301793,pursuer_0_1.3418975785009204,pursuer_0_0
1605.0691,500,75893.838151,pursuer_1_0.5193545089134016,pursuer_1_1.211001079141757,pursuer_1_0
2747.3472,500,75893.838177,pursuer_0_0.5993937534803577,pursuer_0_1.1005748567493334,pursuer_0_0
-235.42244,500,75893.8382,pursuer_1_0.7533365534153682,pursuer_1_0,pursuer_1_0
2527.7637,500,75893.838223,pursuer_0_0.42667974731171143,pursuer_0_1.4990486579462365,pursuer_0_0
932.3166,500,75893.838246,pursuer_1_0.6129200785740171,pursuer_1_1.5,pursuer_1_0
-111.34241,500,75893.838269,pursuer_0_0.7533365534153682,pursuer_0_0,pursuer_0_0
2053.0322,500,75893.838291,pursuer_1_0.4691103991019525,pursuer_1_1.198133382028642,pursuer_1_0
2577.9229,500,75893.838314,pursuer_0_0.4870073705249887,pursuer_0_1.3786408780218817,pursuer_0_0
1641.4268,500,75893.838336,pursuer_1_0.5172440930794588,pursuer_1_1.2051647830237235,pursuer_1_0
1412.5715,500,75965.926485,pursuer_0_0.5620491083443155,pursuer_0_1.2949108844560382,pursuer_0_0
-244.51169,500,75965.926805,pursuer_1_0.7533365534153682,pursuer_1_0,pursuer_1_0
1572.9233,500,75965.926854,pursuer_0_0.5239908795381304,pursuer_0_1.2351470567823086,pursuer_0_0
2027.6327,500,75965.926884,pursuer_1_0.47814111971092665,pursuer_1_1.3077269192976633,pursuer_1_0
2465.1118,500,75965.926909,pursuer_0_0.43265281350658846,pursuer_0_1.3820678903661805,pursuer_0_0
1304.7139,500,75965.926932,pursuer_1_0.5609050407290644,pursuer_1_1.4013184729592572,pursuer_1_0
-121.42418,500,75965.926955,pursuer_0_0.7533365534153682,pursuer_0_0,pursuer_0_0
-199.72404,500,75965.926977,pursuer_1_0.7533365534153682,pursuer_1_0,pursuer_1_0
1299.1609,500,75965.926998,pursuer_0_0.6166555547896424,pursuer_0_1.2839540492183317,pursuer_0_0
-232.08656,500,75965.92702,pursuer_1_0.7533365534153682,pursuer_1_0,pursuer_1_0
-68.61373,500,75965.927042,pursuer_0_0.6180756669038806,pursuer_0_0,pursuer_0_0
1797.3716,500,75965.927063,pursuer_1_0.4946977808786781,pursuer_1_1.1695532174258183,pursuer_1_0
-128.49039,500,75965.927085,pursuer_0_0.7533365534153682,pursuer_0_0,pursuer_0_0
-78.70172,500,75965.927106,pursuer_1_0.7364092364837742,pursuer_1_1.4837706025783806,pursuer_1_0
-26.312117,500,75965.927127,pursuer_0_0.519057598198566,pursuer_0_0,pursuer_0_0
2533.7683,500,75965.927148,pursuer_1_0.4143170526599027,pursuer_1_1.0262102447306038,pursuer_1_0
2875.7803,500,76038.079182,pursuer_0_0.38107803093228027,pursuer_0_1.1900007464950453,pursuer_0_0
2495.2207,500,76038.079253,pursuer_1_0.4198325187953426,pursuer_1_1.4581431931617395,pursuer_1_0
-65.25131,500,76038.079283,pursuer_0_0.5449083013433148,pursuer_0_0,pursuer_0_0
2114.878,500,76038.079306,pursuer_1_0.46370767690440756,pursuer_1_1.1541583473761077,pursuer_1_0
2438.031,500,76038.079331,pursuer_0_0.7159911907729691,pursuer_0_1.0192052545808121,pursuer_0_0
-236.06854,500,76038.079353,pursuer_1_0.7533365534153682,pursuer_1_0,pursuer_1_0
2608.7222,500,76038.079373,pursuer_0_0.4100338785010003,pursuer_0_1.2350499901635288,pursuer_0_0
-241.52446,500,76038.079393,pursuer_1_0.7533365534153682,pursuer_1_0,pursuer_1_0
1049.9994,500,76038.079413,pursuer_0_0.6027196999493353,pursuer_0_1.324650034878295,pursuer_0_0
-212.90242,500,76038.079433,pursuer_1_0.7533365534153682,pursuer_1_0,pursuer_1_0
2774.812,500,76038.079453,pursuer_0_0.44804651895093844,pursuer_0_1.224634114001515,pursuer_0_0
2031.6805,500,76038.079473,pursuer_1_0.47139437773427534,pursuer_1_1.2521244745964428,pursuer_1_0
2529.2102,500,76038.079492,pursuer_0_0.4232247450329568,pursuer_0_1.1994387899448937,pursuer_0_0
2877.0396,500,76038.079512,pursuer_1_0.36999655378266405,pursuer_1_1.3693776989567081,pursuer_1_0
323.05096,500,76038.079531,pursuer_0_0.6574475116602431,pursuer_0_1.4514138409772839,pursuer_0_0
1521.8291,500,76038.079551,pursuer_1_0.5281097981679844,pursuer_1_1.225060231812444,pursuer_1_0
-96.08871,500,76102.874101,pursuer_0_0.5406358939973431,pursuer_0_0,pursuer_0_0
1755.8691,500,76102.874176,pursuer_1_0.5032439634206635,pursuer_1_1.1841591891385428,pursuer_1_0
623.1402,500,76102.874206,pursuer_0_0.680085816241993,pursuer_0_1.390977947541822,pursuer_0_0
-246.96884,500,76102.874229,pursuer_1_0.7533365534153682,pursuer_1_0,pursuer_1_0
-129.38318,500,76102.874253,pursuer_0_0.7533365534153682,pursuer_0_0,pursuer_0_0
-232.22067,500,76102.874275,pursuer_1_0.7533365534153682,pursuer_1_0,pursuer_1_0
2592.9548,500,76102.874295,pursuer_0_0.4328801711233639,pursuer_0_1.0205146072817148,pursuer_0_0
2391.9666,500,76102.874316,pursuer_1_0.4284897567241893,pursuer_1_1.1690057557037015,pursuer_1_0
2495.0264,500,76102.874337,pursuer_0_0.5060530212786338,pursuer_0_1.4989957424302587,pursuer_0_0
1788.8936,500,76102.874357,pursuer_1_0.4993360481303848,pursuer_1_1.1767562189424765,pursuer_1_0
2549.7527,500,76102.874378,pursuer_0_0.5809972205191783,pursuer_0_1.0046257032856891,pursuer_0_0
1079.5934,500,76102.874398,pursuer_1_0.587919481676017,pursuer_1_1.3067529568651715,pursuer_1_0
-107.8486,500,76102.874418,pursuer_0_0.7533365534153682,pursuer_0_0,pursuer_0_0
-223.09271,500,76102.874438,pursuer_1_0.7533365534153682,pursuer_1_0,pursuer_1_0
505.61118,500,76102.874458,pursuer_0_0.5263782568596609,pursuer_0_1.4255196175621816,pursuer_0_0
1813.6416,500,76102.874478,pursuer_1_0.49935742530344124,pursuer_1_1.424460611163776,pursuer_1_0
-47.291203,500,76171.240615,pursuer_0_0.5846101421419873,pursuer_0_0,pursuer_0_0
1887.5071,500,76171.24102,pursuer_1_0.4914952741015985,pursuer_1_1.170236484636396,pursuer_1_0
1765.6957,500,76171.241072,pursuer_0_0.7039002015079867,pursuer_0_1.1668254282073014,pursuer_0_0
-211.83574,500,76171.24111,pursuer_1_0.7533365534153682,pursuer_1_0,pursuer_1_0
2594.371,500,76171.241146,pursuer_0_0.41672410667676923,pursuer_0_1.4505534999022545,pursuer_0_0
2522.5896,500,76171.241204,pursuer_1_0.4124176590703404,pursuer_1_1.4326269183647968,pursuer_1_0
-79.941185,500,76171.241248,pursuer_0_0.6171322714819306,pursuer_0_0,pursuer_0_0
2399.6228,500,76171.241284,pursuer_1_0.42712974096111395,pursuer_1_1.0586279312653766,pursuer_1_0
2452.847,500,76171.241309,pursuer_0_0.395187775216881,pursuer_0_1.1900996065706062,pursuer_0_0
2697.0603,500,76171.241332,pursuer_1_0.3950601483712001,pursuer_1_1.1774130741451079,pursuer_1_0
1460.4452,500,76171.241356,pursuer_0_0.551221207857478,pursuer_0_1.2549527750919531,pursuer_0_0
2511.0747,500,76171.241378,pursuer_1_0.41320745975692147,pursuer_1_1.0237183801337397,pursuer_1_0
2449.17,500,76171.2414,pursuer_0_0.5995358099676686,pursuer_0_1.3334387019024756,pursuer_0_0
896.99384,500,76171.241422,pursuer_1_0.6104050522288139,pursuer_1_1.3282107480357979,pursuer_1_0
-111.95545,500,76171.241444,pursuer_0_0.7533365534153682,pursuer_0_0,pursuer_0_0
-233.3133,500,76171.241466,pursuer_1_0.7533365534153682,pursuer_1_0,pursuer_1_0
2493.5337,500,76234.143983,pursuer_0_0.6014718633160725,pursuer_0_1.0209962325271202,pursuer_0_0
-193.77214,500,76234.144313,pursuer_1_0.7533365534153682,pursuer_1_0,pursuer_1_0
2254.724,500,76234.144355,pursuer_0_0.45553797098938587,pursuer_0_1.3891256961266514,pursuer_0_0
2428.7212,500,76234.144384,pursuer_1_0.42579131727564506,pursuer_1_1.4194452489396585,pursuer_1_0
2418.1865,500,76234.144409,pursuer_0_0.43281354668278554,pursuer_0_1.0832677241595914,pursuer_0_0
2575.5479,500,76234.144433,pursuer_1_0.4057443351827207,pursuer_1_1.2609491682427554,pursuer_1_0
2256.7295,500,76234.144457,pursuer_0_0.666589405678997,pursuer_0_1.054151605981821,pursuer_0_0
-169.96288,500,76234.144481,pursuer_1_0.7483443297311608,pursuer_1_1.4941688677863694,pursuer_1_0
-150.1402,500,76234.144504,pursuer_0_0.7533365534153682,pursuer_0_0,pursuer_0_0
-201.44109,500,76234.144527,pursuer_1_0.7533365534153682,pursuer_1_0,pursuer_1_0
2179.3032,500,76234.144553,pursuer_0_0.36842750285231474,pursuer_0_1.3146052073277612,pursuer_0_0
2940.1438,500,76234.144578,pursuer_1_0.36663705826130305,pursuer_1_1.36782364590721,pursuer_1_0
-137.64212,500,76234.144601,pursuer_0_0.7533365534153682,pursuer_0_0,pursuer_0_0
-214.91667,500,76234.144623,pursuer_1_0.7533365534153682,pursuer_1_0,pursuer_1_0
2474.6777,500,76234.144645,pursuer_0_0.4303654392135441,pursuer_0_1.0634713504640783,pursuer_0_0
2030.5787,500,76234.144684,pursuer_1_0.47458050612353053,pursuer_1_1.2344204450612732,pursuer_1_0
2362.9426,500,76301.879878,pursuer_0_0.44246835691925573,pursuer_0_1.0831907614662815,pursuer_0_0
2287.0017,500,76301.880743,pursuer_1_0.4420480166020286,pursuer_1_1.0844632314011744,pursuer_1_0
2867.3748,500,76301.88081,pursuer_0_0.4723366972315264,pursuer_0_1.4566034972358133,pursuer_0_0
1907.1075,500,76301.880849,pursuer_1_0.48867568174113435,pursuer_1_1.3002730196714094,pursuer_1_0
-133.06525,500,76301.880882,pursuer_0_0.7462008403153412,pursuer_0_0,pursuer_0_0
1085.0695,500,76301.880913,pursuer_1_0.586784241378977,pursuer_1_1.30905341637342,pursuer_1_0
2719.435,500,76301.880944,pursuer_0_0.40108053088324747,pursuer_0_1.3441864517287807,pursuer_0_0
2474.459,500,76301.880974,pursuer_1_0.41886194851756176,pursuer_1_1.036201600415716,pursuer_1_0
2799.107,500,76301.881004,pursuer_0_0.36544337553954204,pursuer_0_1.4195883503901867,pursuer_0_0
3003.2024,500,76301.881034,pursuer_1_0.36117289584023343,pursuer_1_1.4193654645145797,pursuer_1_0
-149.04312,500,76301.881063,pursuer_0_0.7515261905961592,pursuer_0_0,pursuer_0_0
923.3911,500,76301.881092,pursuer_1_0.6054273759090378,pursuer_1_1.3243587271339614,pursuer_1_0
3000.04,500,76301.881122,pursuer_0_0.36985014761176943,pursuer_0_1.4272185053529844,pursuer_0_0
-198.44968,500,76301.881151,pursuer_1_0.7533365534153682,pursuer_1_0,pursuer_1_0
2395.7615,500,76301.881181,pursuer_0_0.4772803998010642,pursuer_0_1.3219877271274336,pursuer_0_0
-208.3782,500,76301.88121,pursuer_1_0.7533365534153682,pursuer_1_0,pursuer_1_0
1331.6212,500,76365.460112,pursuer_0_0.5255954799269486,pursuer_0_1.3824830477076793,pursuer_0_0
2755.5767,500,76365.460492,pursuer_1_0.3889863676606058,pursuer_1_1.4627866443313777,pursuer_1_0
-120.98687,500,76365.460559,pursuer_0_0.7533365534153682,pursuer_0_0,pursuer_0_0
-231.96999,500,76365.460602,pursuer_1_0.7533365534153682,pursuer_1_0,pursuer_1_0
2509.0635,500,76365.46063,pursuer_0_0.5807394046158565,pursuer_0_1.0436137369710303,pursuer_0_0
1190.8314,500,76365.460654,pursuer_1_0.573708996466152,pursuer_1_1.2815896519766965,pursuer_1_0
2728.6443,500,76365.460677,pursuer_0_0.5293755949979821,pursuer_0_1.2642856976788843,pursuer_0_0
1380.9609,500,76365.460699,pursuer_1_0.5539616217351364,pursuer_1_1.253468123362738,pursuer_1_0
1729.2646,500,76365.46072,pursuer_0_0.5155832405367154,pursuer_0_1.2013322845274468,pursuer_0_0
-248.44728,500,76365.460742,pursuer_1_0.7533365534153682,pursuer_1_0,pursuer_1_0
-106.49984,500,76365.460763,pursuer_0_0.7533365534153682,pursuer_0_0,pursuer_0_0
-221.25064,500,76365.460784,pursuer_1_0.7533365534153682,pursuer_1_0,pursuer_1_0
2082.339,500,76365.460805,pursuer_0_0.41698319706164816,pursuer_0_1.4017146407261256,pursuer_0_0
2525.2961,500,76365.460826,pursuer_1_0.41515877620487157,pursuer_1_1.031642414256971,pursuer_1_0
2589.1794,500,76365.460847,pursuer_0_0.4497118636316241,pursuer_0_1.2552448445924425,pursuer_0_0
1828.1947,500,76365.460869,pursuer_1_0.49309086845923056,pursuer_1_1.4600111577066444,pursuer_1_0
927.1104,500,76427.571504,pursuer_0_0.6224666191472696,pursuer_0_1.3524116605578531,pursuer_0_0
826.0752,500,76427.572293,pursuer_1_0.623724976087624,pursuer_1_1.3720722381849322,pursuer_1_0
2863.8599,500,76427.572343,pursuer_0_0.40623634782205953,pursuer_0_1.402011462276708,pursuer_0_0
2039.7006,500,76427.572372,pursuer_1_0.47344808627732893,pursuer_1_1.4694426632174826,pursuer_1_0
-64.67317,500,76427.572397,pursuer_0_0.557088780896172,pursuer_0_0,pursuer_0_0
2152.8518,500,76427.57242,pursuer_1_0.4584421317900942,pursuer_1_1.225241556301577,pursuer_1_0
-104.4359,500,76427.572443,pursuer_0_0.7533365534153682,pursuer_0_0,pursuer_0_0
-202.14319,500,76427.572464,pursuer_1_0.7533365534153682,pursuer_1_0,pursuer_1_0
-107.93636,500,76427.572486,pursuer_0_0.748597935702912,pursuer_0_0,pursuer_0_0
-21.850445,500,76427.572508,pursuer_1_0.7294506000826056,pursuer_1_1.481522941405598,pursuer_1_0
7.010333,500,76427.57253,pursuer_0_0.5517220428990074,pursuer_0_0,pursuer_0_0
2370.4607,500,76427.572551,pursuer_1_0.43309445937049756,pursuer_1_1.0655837894310096,pursuer_1_0
-105.366394,500,76427.572573,pursuer_0_0.7533365534153682,pursuer_0_0,pursuer_0_0
2825.5696,500,76427.572597,pursuer_1_0.3780763964436331,pursuer_1_1.2930072974113378,pursuer_1_0
2760.159,500,76427.572619,pursuer_0_0.4040076219823157,pursuer_0_1.1306658797603795,pursuer_0_0
2483.22,500,76427.572641,pursuer_1_0.4202069792927111,pursuer_1_1.1961572531763445,pursuer_1_0
1782.725,500,76478.31797,pursuer_0_0.5167641658566853,pursuer_0_1.480746382045909,pursuer_0_0
-226.34709,500,76478.318325,pursuer_1_0.7533365534153682,pursuer_1_0,pursuer_1_0
2710.912,500,76478.318374,pursuer_0_0.40304174202724197,pursuer_0_1.0600863312808144,pursuer_0_0
2634.778,500,76478.318403,pursuer_1_0.40281917124857625,pursuer_1_1.0648215723893604,pursuer_1_0
-36.735413,500,76478.318427,pursuer_0_0.5419523350066403,pursuer_0_0,pursuer_0_0
2414.943,500,76478.31845,pursuer_1_0.42254373188938565,pursuer_1_1.0676636543729807,pursuer_1_0
2453.0376,500,76478.318473,pursuer_0_0.7128554576111281,pursuer_0_0.9987002499380554,pursuer_0_0
-221.75792,500,76478.318496,pursuer_1_0.7533365534153682,pursuer_1_0,pursuer_1_0
537.51166,500,76478.318518,pursuer_0_0.6034603019409024,pursuer_0_1.4602994927421857,pursuer_0_0
2506.2996,500,76478.31854,pursuer_1_0.41287517544383306,pursuer_1_1.0247716195602223,pursuer_1_0
-146.71107,500,76478.318562,pursuer_0_0.6927177853580467,pursuer_0_0,pursuer_0_-0.011628192754909117
558.7216,500,76478.318585,pursuer_1_0.6569067503497243,pursuer_1_1.3885802886701537,pursuer_1_0
-132.9822,500,76478.318607,pursuer_0_0.6975755375473496,pursuer_0_0,pursuer_0_0
1007.266,500,76478.318628,pursuer_1_0.6021676951309337,pursuer_1_1.3214343668752866,pursuer_1_0
2055.4,500,76478.31865,pursuer_0_0.42729277830864026,pursuer_0_1.1413209437943586,pursuer_0_0
2516.7979,500,76478.318672,pursuer_1_0.41515877620487157,pursuer_1_1.031642414256971,pursuer_1_0
2271.368,500,76563.377615,pursuer_0_0.4712193926753821,pursuer_0_1.100285304315489,pursuer_0_0
1997.4135,500,76563.377967,pursuer_1_0.4768689313913298,pursuer_1_1.1511666574779034,pursuer_1_0
2326.4177,500,76563.378029,pursuer_0_0.4454740604988692,pursuer_0_1.14166403090619,pursuer_0_0
2388.6396,500,76563.378064,pursuer_1_0.4302453397668677,pursuer_1_1.4885409187839083,pursuer_1_0
2404.8286,500,76563.378091,pursuer_0_0.4296060100057953,pursuer_0_1.0799973392458837,pursuer_0_0
2483.6992,500,76563.378116,pursuer_1_0.41961769317138276,pursuer_1_1.0464741224339271,pursuer_1_0
-96.152985,500,76563.378141,pursuer_0_0.6251956923575518,pursuer_0_0,pursuer_0_0
2678.929,500,76563.378165,pursuer_1_0.39542850732796253,pursuer_1_1.1735045023914044,pursuer_1_0
-105.43734,500,76563.378189,pursuer_0_0.5568705003245482,pursuer_0_0,pursuer_0_0
2211.3577,500,76563.378212,pursuer_1_0.4479587096386882,pursuer_1_1.0985495012412014,pursuer_1_0
1730.1096,500,76563.378236,pursuer_0_0.5225932042354231,pursuer_0_1.4928883839236224,pursuer_0_0
-221.57574,500,76563.378259,pursuer_1_0.7533365534153682,pursuer_1_0,pursuer_1_0
-111.267365,500,76563.378281,pursuer_0_0.7016027377705423,pursuer_0_0,pursuer_0_0
1314.2162,500,76563.378305,pursuer_1_0.5604703096738299,pursuer_1_1.266326064524546,pursuer_1_0
-86.99823,500,76563.378328,pursuer_0_0.6468597307717739,pursuer_0_0,pursuer_0_0
2642.5283,500,76563.378351,pursuer_1_0.4023106574773743,pursuer_1_1.4416363203917897,pursuer_1_0
2185.3108,500,76626.069819,pursuer_0_0.4414124811677419,pursuer_0_1.1212633580477185,pursuer_0_0
2957.993,500,76626.069895,pursuer_1_0.3649116882377832,pursuer_1_1.3352604289198524,pursuer_1_0
608.4992,500,76626.069927,pursuer_0_0.5353230939791249,pursuer_0_1.4444880771353297,pursuer_0_0
1958.4742,500,76626.069952,pursuer_1_0.4803159878889645,pursuer_1_1.2810938258022249,pursuer_1_0
2127.5474,500,76626.069975,pursuer_0_0.5019367836031965,pursuer_0_1.4206039548286102,pursuer_0_0
1154.1721,500,76626.069997,pursuer_1_0.5772273640728676,pursuer_1_1.3349170263790306,pursuer_1_0
975.10046,500,76626.070018,pursuer_0_0.5129241818466399,pursuer_0_1.3380794711980497,pursuer_0_0
2806.9363,500,76626.070039,pursuer_1_0.3823177894560389,pursuer_1_1.4153116124556446,pursuer_1_0
2327.1252,500,76626.070063,pursuer_0_0.6454052195116314,pursuer_0_1.386765479575546,pursuer_0_0
567.48425,500,76626.070085,pursuer_1_0.6589578015343435,pursuer_1_1.3895670609363648,pursuer_1_0
2662.2012,500,76626.070107,pursuer_0_0.4059260508364319,pursuer_0_1.1142911344489805,pursuer_0_0
2471.7356,500,76626.070128,pursuer_1_0.4189261588932103,pursuer_1_1.0380895454449504,pursuer_1_0
1990.7375,500,76626.070149,pursuer_0_0.5007028699766547,pursuer_0_1.422599612565984,pursuer_0_0
1695.0421,500,76626.07017,pursuer_1_0.5126161862615468,pursuer_1_1.2132793444326886,pursuer_1_0
1143.8864,500,76626.070191,pursuer_0_0.47766911107561355,pursuer_0_1.3750930028247157,pursuer_0_0
2332.4385,500,76626.070212,pursuer_1_0.4319397741686814,pursuer_1_1.0649491551155947,pursuer_1_0
-129.12811,500,76699.823599,pursuer_0_0.7533365534153682,pursuer_0_0,pursuer_0_0
2622.6548,500,76699.823961,pursuer_1_0.4048953296509524,pursuer_1_1.4576354450726372,pursuer_1_0
973.02966,500,76699.824016,pursuer_0_0.4373004386020868,pursuer_0_1.3615272968799077,pursuer_0_0
2844.843,500,76699.824049,pursuer_1_0.37510770461384196,pursuer_1_1.2253212565875398,pursuer_1_0
923.59247,500,76699.824077,pursuer_0_0.6215510695826951,pursuer_0_1.3435944328582292,pursuer_0_0
2449.2437,500,76699.824104,pursuer_1_0.41924839032347955,pursuer_1_1.03703599574452,pursuer_1_0
2460.0952,500,76699.82413,pursuer_0_0.42959591451891666,pursuer_0_1.0878848232445117,pursuer_0_0
-207.65135,500,76699.824213,pursuer_1_0.7533365534153682,pursuer_1_0,pursuer_1_0
2108.814,500,76699.824269,pursuer_0_0.4718250686071176,pursuer_0_1.2055081106516228,pursuer_0_0
2122.9067,500,76699.824303,pursuer_1_0.4627251627921648,pursuer_1_1.3666719027091698,pursuer_1_0
2882.3745,500,76699.824331,pursuer_0_0.3797771337500251,pursuer_0_1.3618571944021456,pursuer_0_0
1203.8047,500,76699.824357,pursuer_1_0.5729798726088801,pursuer_1_1.2806143069061828,pursuer_1_0
2835.0632,500,76699.824383,pursuer_0_0.39904786071266707,pursuer_0_1.4981339366004465,pursuer_0_0
2451.3772,500,76699.824409,pursuer_1_0.4226111293081898,pursuer_1_1.4167298724017172,pursuer_1_0
2537.2031,500,76699.824434,pursuer_0_0.41438061852078395,pursuer_0_1.400879917709188,pursuer_0_0
2396.526,500,76699.82446,pursuer_1_0.42755400959333084,pursuer_1_1.18583493264176,pursuer_1_0
2927.54,500,76763.434569,pursuer_0_0.3793597230175898,pursuer_0_1.4880255930582391,pursuer_0_0
2785.5337,500,76763.434646,pursuer_1_0.3818408283337668,pursuer_1_1.3247291093218863,pursuer_1_0
2426.5312,500,76763.434678,pursuer_0_0.44353900000587393,pursuer_0_1.1627436966978602,pursuer_0_0
2010.1033,500,76763.434704,pursuer_1_0.47484420321079035,pursuer_1_1.1405612526608047,pursuer_1_0
2441.7734,500,76763.434727,pursuer_0_0.4310906983856659,pursuer_0_1.063260938280982,pursuer_0_0
2574.8154,500,76763.434749,pursuer_1_0.4123303977522268,pursuer_1_1.4905723612498523,pursuer_1_0
2122.9646,500,76763.434771,pursuer_0_0.47348996861453646,pursuer_0_1.407788820426573,pursuer_0_0
1879.9219,500,76763.434793,pursuer_1_0.4904742412170714,pursuer_1_1.1643467594627133,pursuer_1_0
2125.012,500,76763.434815,pursuer_0_0.43679292518896157,pursuer_0_1.1257511407767105,pursuer_0_0
2466.6729,500,76763.434836,pursuer_1_0.4204456329438552,pursuer_1_1.1902638350826336,pursuer_1_0
1592.621,500,76763.434858,pursuer_0_0.43640954179975266,pursuer_0_1.3817630068716515,pursuer_0_0
2696.1584,500,76763.434879,pursuer_1_0.3916713812178615,pursuer_1_1.1619510682455498,pursuer_1_0
2069.0767,500,76763.434901,pursuer_0_0.4788227771145172,pursuer_0_1.2417859065277312,pursuer_0_0
-211.29187,500,76763.434922,pursuer_1_0.7533365534153682,pursuer_1_0,pursuer_1_0
492.56326,500,76763.434944,pursuer_0_0.6792156132185639,pursuer_0_1.440373860851797,pursuer_0_0
-234.06885,500,76763.434965,pursuer_1_0.7533365534153682,pursuer_1_0,pursuer_1_0
2423.4993,500,76843.683028,pursuer_0_0.45910824656237004,pursuer_0_1.0672707928400411,pursuer_0_0
2095.0925,500,76843.683371,pursuer_1_0.4586895367423668,pursuer_1_1.1115580890606058,pursuer_1_0
32.34201,500,76843.683427,pursuer_0_0.7354300809662574,pursuer_0_1.4814591624729836,pursuer_0_0
-243.58969,500,76843.683489,pursuer_1_0.7533365534153682,pursuer_1_0,pursuer_1_0
-148.4032,500,76843.683516,pursuer_0_0.7533365534153682,pursuer_0_0,pursuer_0_0
2387.805,500,76843.683538,pursuer_1_0.4298118758958525,pursuer_1_1.4703443560062157,pursuer_1_0
-147.95938,500,76843.683559,pursuer_0_0.7533365534153682,pursuer_0_0,pursuer_0_0
-218.28621,500,76843.68358,pursuer_1_0.7533365534153682,pursuer_1_0,pursuer_1_0
1774.206,500,76843.683601,pursuer_0_0.5116861933859304,pursuer_0_1.1969082909286788,pursuer_0_0
2330.0137,500,76843.683622,pursuer_1_0.4332223431161095,pursuer_1_1.0674839962350886,pursuer_1_0
2589.718,500,76843.683644,pursuer_0_0.41626385733339616,pursuer_0_1.473475772560592,pursuer_0_0
1236.0255,500,76843.683665,pursuer_1_0.5694830027186893,pursuer_1_1.2810915688255557,pursuer_1_0
1356.4794,500,76843.683686,pursuer_0_0.5637185827749971,pursuer_0_1.2733308853620944,pursuer_0_0
1024.6324,500,76843.683706,pursuer_1_0.596771781075308,pursuer_1_1.3220255565108712,pursuer_1_0
1551.7107,500,76843.683727,pursuer_0_0.5389731648188245,pursuer_0_1.306291391369117,pursuer_0_0
2037.0726,500,76843.683748,pursuer_1_0.4720165321647769,pursuer_1_1.3306629012138431,pursuer_1_0
1619.9968,500,76914.248667,pursuer_0_0.5365201078248463,pursuer_0_1.4371284907615138,pursuer_0_0
1571.09,500,76914.249037,pursuer_1_0.5259813832921298,pursuer_1_1.3370709408684331,pursuer_1_0
-110.99844,500,76914.249087,pursuer_0_0.725485526591537,pursuer_0_0,pursuer_0_0
1667.6528,500,76914.249116,pursuer_1_0.5155994916814989,pursuer_1_1.2054746277524446,pursuer_1_0
-144.6118,500,76914.24914,pursuer_0_0.7533365534153682,pursuer_0_0,pursuer_0_0
673.6517,500,76914.249163,pursuer_1_0.6402200964435506,pursuer_1_1.373013755411488,pursuer_1_0
2103.2568,500,76914.249186,pursuer_0_0.47297257467765763,pursuer_0_1.13597957644722,pursuer_0_0
2914.5596,500,76914.249209,pursuer_1_0.37135418825179656,pursuer_1_1.4945099389523961,pursuer_1_0
2546.66,500,76914.249231,pursuer_0_0.38627536701001375,pursuer_0_1.0260228363825536,pursuer_0_0
2984.268,500,76914.249255,pursuer_1_0.36207816094278583,pursuer_1_1.382218174236494,pursuer_1_0
-84.74208,500,76914.249285,pursuer_0_0.635590652306137,pursuer_0_0,pursuer_0_0
2516.9614,500,76914.249312,pursuer_1_0.4140109135762213,pursuer_1_1.1490106054424554,pursuer_1_0
-160.12158,500,76914.24934,pursuer_0_0.7533365534153682,pursuer_0_0,pursuer_0_0
2423.8406,500,76914.249367,pursuer_1_0.42341732505577423,pursuer_1_1.042448821192655,pursuer_1_0
2649.3406,500,76914.249395,pursuer_0_0.4089194760897828,pursuer_0_1.3983835059801475,pursuer_0_0
2940.2866,500,76914.249422,pursuer_1_0.3637628019594979,pursuer_1_1.2537981970005199,pursuer_1_0
2890.1306,500,76997.670915,pursuer_0_0.449743696375801,pursuer_0_1.202324818193854,pursuer_0_0
-217.17352,500,76997.671254,pursuer_1_0.7533365534153682,pursuer_1_0,pursuer_1_0
3108.9255,500,76997.671309,pursuer_0_0.35972064818699,pursuer_0_1.4268298015704068,pursuer_0_0
2716.139,500,76997.671341,pursuer_1_0.3921480776559254,pursuer_1_1.1637471502240482,pursuer_1_0
2417.4456,500,76997.671368,pursuer_0_0.4373458562381204,pursuer_0_1.1493453993864577,pursuer_0_0
